season,event,champion,games_contests,pick_ban_ratio,banned_games,played_games,played_by_number_of_players,win,lose,win_rate,kills,deaths,assists,kill_death_assist_ratio,creep_score,cs/min,gold,gold/min,damage,damage/min,kill_participation,kill_share,gold_share
5,Main,Jarvan IV,5,6.8,,5,3.0,4,1,80.0,2.2,3.4,10.2,3.65,132.8,3.46,11.9,310.0,,,74.7,13.3,17.6
5,Main,Caitlyn,5,6.8,,5,3.0,3,2,60.0,2.4,1.6,3.6,3.75,332.8,8.71,14.7,386.0,,,57.7,23.1,23.7
5,Main,Hecarim,5,6.8,,5,4.0,2,3,40.0,3.4,2.4,6.4,4.08,246.8,7.25,12.4,365.0,,,81.7,28.3,22.1
5,Main,Lissandra,4,5.5,,4,4.0,2,2,50.0,2.75,3.75,9.75,3.33,272.25,8.14,12.6,375.0,,,73.5,16.2,22.0
5,Main,Evelynn,4,5.5,,4,3.0,1,3,25.0,1.25,4.0,5.0,1.56,103.0,2.69,10.0,261.0,,,62.5,12.5,17.1
5,Main,Janna,3,4.1,,3,3.0,2,1,66.7,0.0,2.0,13.33,6.67,17.33,0.43,9.6,237.0,,,81.6,0.0,14.1
5,Main,Ahri,3,4.1,,3,3.0,1,2,33.3,3.0,1.0,8.0,11.0,357.0,9.08,15.3,389.0,,,86.8,23.7,23.7
5,Main,Skarner,3,4.1,,3,3.0,1,2,33.3,0.67,1.67,4.67,3.2,96.67,3.02,8.9,279.0,,,69.6,8.7,17.2
5,Main,Maokai,3,4.1,,3,2.0,0,3,0.0,0.67,3.33,2.33,0.9,157.33,5.22,7.7,257.0,,,69.2,15.4,18.5
5,Main,Zac,2,2.7,,2,1.0,2,0,100.0,0.0,2.0,15.5,7.75,95.5,2.16,11.7,263.0,,,64.6,0.0,15.1
5,Main,Bard,2,2.7,,2,2.0,0,2,0.0,1.5,5.0,7.0,1.7,30.5,0.86,8.0,224.0,,,60.7,10.7,14.4
5,Main,Irelia,2,2.7,,2,2.0,0,2,0.0,2.5,4.5,1.5,0.89,228.0,6.65,10.3,299.0,,,61.5,38.5,22.1
5,Main,Rengar,2,2.7,,2,2.0,0,2,0.0,2.0,3.0,4.0,2.0,95.5,3.15,8.7,285.0,,,70.6,23.5,18.9
5,Main,Zed,2,2.7,,2,2.0,0,2,0.0,3.5,3.0,3.5,2.33,250.0,7.17,12.2,348.0,,,58.3,29.2,22.9
5,Main,Draven,1,1.4,,1,1.0,1,0,100.0,5.0,1.0,7.0,12.0,241.0,7.17,14.6,435.0,,,57.1,23.8,23.0
5,Main,Graves,1,1.4,,1,1.0,1,0,100.0,9.0,2.0,6.0,7.5,356.0,8.97,17.3,436.0,,,68.2,40.9,23.8
5,Main,Karthus,1,1.4,,1,1.0,1,0,100.0,4.0,3.0,10.0,4.67,274.0,9.17,12.8,428.0,,,73.7,21.1,23.0
5,Main,Leona,1,1.4,,1,1.0,1,0,100.0,0.0,3.0,7.0,2.33,60.0,2.42,7.0,283.0,,,43.8,0.0,14.6
5,Main,Lucian,1,1.4,,1,1.0,1,0,100.0,7.0,4.0,11.0,4.5,295.0,8.03,15.3,417.0,,,81.8,31.8,22.3
5,Main,Vladimir,1,1.4,,1,1.0,1,0,100.0,0.0,3.0,8.0,2.67,318.0,7.31,14.9,343.0,,,50.0,0.0,19.9
5,Main,Blitzcrank,1,1.4,,1,1.0,0,1,0.0,1.0,5.0,2.0,0.6,16.0,0.55,5.8,198.0,,,75.0,25.0,14.5
5,Main,Brand,1,1.4,,1,1.0,0,1,0.0,1.0,6.0,10.0,1.83,29.0,0.83,8.6,246.0,,,78.6,7.1,15.2
5,Main,Cassiopeia,1,1.4,,1,1.0,0,1,0.0,1.0,1.0,4.0,5.0,341.0,8.61,13.2,333.0,,,50.0,10.0,21.9
5,Main,Jayce,1,1.4,,1,1.0,0,1,0.0,1.0,2.0,7.0,4.0,359.0,9.33,14.7,382.0,,,50.0,6.3,22.4
5,Main,Nautilus,1,1.4,,1,1.0,0,1,0.0,0.0,6.0,9.0,1.5,72.0,1.66,9.4,217.0,,,50.0,0.0,12.7
5,Main,Nunu,1,1.4,,1,1.0,0,1,0.0,1.0,5.0,11.0,2.4,92.0,2.63,10.0,286.0,,,85.7,7.1,17.7
5,Main,Syndra,1,1.4,,1,1.0,0,1,0.0,2.0,1.0,3.0,5.0,510.0,9.2,19.8,357.0,,,83.3,33.3,25.1
5,Main,Twitch,1,1.4,,1,1.0,0,1,0.0,4.0,4.0,2.0,1.5,213.0,6.43,10.4,314.0,,,50.0,33.3,20.8
5,Main,Vi,1,1.4,,1,1.0,0,1,0.0,0.0,6.0,1.0,0.17,128.0,2.94,10.6,244.0,,,10.0,0.0,16.0
6,Main,Nidalee,77,100.0,66.0,11,10.0,8,3,72.7,2.55,2.82,5.45,2.84,195.82,4.92,15.1,380.0,,,62.0,19.7,20.4
6,Main,Syndra,75,97.4,59.0,16,10.0,10,6,62.5,4.81,2.5,4.38,3.68,338.31,9.09,15.5,418.0,,,62.6,32.8,22.7
6,Main,Olaf,59,76.6,23.0,36,14.0,18,18,50.0,2.5,2.28,5.69,3.6,160.17,4.16,13.1,341.0,,,65.8,20.1,19.1
6,Main,Karma,58,75.3,16.0,42,16.0,19,23,45.2,0.57,2.52,6.88,2.95,62.07,1.62,10.3,267.0,,,68.2,5.2,15.2
6,Main,Jhin,51,66.2,12.0,39,13.0,24,15,61.5,3.87,1.9,5.95,5.18,324.64,8.25,15.7,398.0,,,66.7,26.3,21.7
6,Main,Elise,50,64.9,21.0,29,15.0,10,19,34.5,2.21,2.59,4.93,2.76,149.14,3.97,12.6,336.0,,,65.5,20.3,19.5
6,Main,Caitlyn,49,63.6,15.0,34,11.0,16,18,47.1,2.74,2.18,4.21,3.19,364.35,9.46,15.9,412.0,,,61.5,24.2,23.3
6,Main,Jayce,47,61.0,21.0,26,15.0,15,11,57.7,2.73,2.85,5.31,2.82,306.65,8.52,14.4,399.0,,,62.2,21.1,22.0
6,Main,Ryze,46,59.7,27.0,19,11.0,10,9,52.6,3.74,1.79,4.47,4.59,322.74,9.06,14.7,412.0,,,63.9,29.1,22.9
6,Main,Lee Sin,45,58.4,8.0,37,13.0,21,16,56.8,2.7,2.38,6.3,3.78,152.84,3.83,13.6,341.0,,,65.8,19.8,18.8
6,Main,Rumble,41,53.2,9.0,32,13.0,16,16,50.0,2.38,3.41,4.81,2.11,296.31,7.89,13.9,371.0,,,57.2,18.9,21.0
6,Main,Ezreal,39,50.6,7.0,32,12.0,11,21,34.4,3.81,2.22,3.66,3.37,330.75,8.6,15.2,394.0,,,67.7,34.6,22.9
6,Main,Poppy,38,49.4,9.0,29,11.0,14,15,48.3,1.66,2.1,4.66,3.0,309.31,7.45,14.7,354.0,,,56.3,14.8,20.2
6,Main,Kennen,37,48.1,14.0,23,12.0,12,11,52.2,2.78,3.39,4.65,2.19,296.57,7.64,14.4,370.0,,,56.4,21.1,20.6
6,Main,Rek'Sai,34,44.2,16.0,18,12.0,8,10,44.4,1.44,2.5,7.06,3.4,168.44,4.49,13.1,350.0,,,66.2,11.3,19.6
6,Main,Aurelion Sol,32,41.6,20.0,12,10.0,8,4,66.7,4.92,2.5,6.67,4.63,286.08,7.58,14.6,387.0,,,76.8,32.6,21.3
6,Main,Sivir,31,40.3,11.0,20,11.0,10,10,50.0,2.3,1.65,5.85,4.94,354.95,9.91,15.1,421.0,,,64.2,18.1,23.5
6,Main,Gnar,30,39.0,12.0,18,12.0,7,11,38.9,2.06,2.61,4.06,2.34,290.61,7.82,13.6,367.0,,,47.8,16.1,20.8
6,Main,Viktor,29,37.7,6.0,23,8.0,13,10,56.5,3.7,2.39,3.61,3.05,366.7,9.29,16.4,416.0,,,59.2,29.9,22.8
6,Main,Alistar,28,36.4,5.0,23,16.0,15,8,65.2,0.61,2.61,8.48,3.48,38.0,1.0,9.8,258.0,,,71.3,4.8,14.2
6,Main,Cassiopeia,28,36.4,6.0,22,10.0,8,14,36.4,3.05,2.73,3.82,2.52,301.27,8.36,13.7,380.0,,,62.1,27.6,21.8
6,Main,Zyra,27,35.1,5.0,22,5.0,14,8,63.6,1.45,2.77,6.73,2.95,34.23,0.89,11.0,287.0,,,56.3,10.0,15.4
6,Main,Vladimir,27,35.1,12.0,15,9.0,7,8,46.7,3.33,1.8,4.67,4.44,306.53,7.98,14.1,368.0,,,64.9,27.0,21.2
6,Main,Nami,26,33.8,2.0,24,12.0,10,14,41.7,0.71,2.42,10.33,4.57,22.63,0.56,10.4,257.0,,,81.0,5.2,14.4
6,Main,Tahm Kench,23,29.9,12.0,11,7.0,6,5,54.5,1.45,2.73,7.09,3.13,50.55,1.28,10.6,269.0,,,60.3,10.3,14.9
6,Main,Bard,17,22.1,5.0,12,5.0,3,9,25.0,1.0,3.92,5.92,1.77,23.08,0.66,8.8,251.0,,,64.3,9.3,15.1
6,Main,Braum,16,20.8,,16,12.0,6,10,37.5,0.63,2.38,5.94,2.76,43.75,1.19,9.1,249.0,,,61.4,5.8,14.3
6,Main,Ashe,15,19.5,4.0,11,5.0,7,4,63.6,3.0,2.36,5.55,3.62,385.55,9.33,17.5,424.0,,,64.8,22.8,22.8
6,Main,Lucian,14,18.2,1.0,13,7.0,7,6,53.8,4.46,1.77,2.92,4.17,351.46,9.15,16.0,416.0,,,58.9,35.6,23.5
6,Main,Malzahar,14,18.2,3.0,11,8.0,5,6,45.5,3.91,3.18,5.18,2.86,296.64,7.72,14.4,376.0,,,69.0,29.7,21.4
6,Main,Orianna,13,16.9,,13,6.0,5,8,38.5,3.08,2.69,3.54,2.46,422.54,9.45,18.2,407.0,,,65.2,30.3,23.1
6,Main,Trundle,12,15.6,1.0,11,6.0,6,5,54.5,2.18,2.0,5.0,3.59,376.27,8.27,17.4,383.0,,,58.5,17.8,21.0
6,Main,Ekko,11,14.3,1.0,10,5.0,5,5,50.0,3.0,2.3,4.3,3.17,296.1,8.24,13.8,384.0,,,61.3,25.2,21.4
6,Main,Brand,9,11.7,8.0,1,1.0,1,0,100.0,3.0,1.0,4.0,7.0,32.0,0.79,12.7,314.0,,,70.0,30.0,16.8
6,Main,Varus,8,10.4,3.0,5,4.0,3,2,60.0,2.6,2.0,4.6,3.6,414.8,8.64,18.9,393.0,,,64.3,23.2,22.1
6,Main,Zac,8,10.4,4.0,4,3.0,2,2,50.0,2.5,2.25,5.75,3.67,191.75,4.35,15.3,348.0,,,67.3,20.4,19.2
6,Main,Graves,7,9.1,,7,5.0,3,4,42.9,2.29,2.57,5.86,3.17,171.57,5.09,12.1,360.0,,,64.8,18.2,20.8
6,Main,Skarner,7,9.1,1.0,6,5.0,4,2,66.7,1.83,2.17,7.17,4.15,147.67,3.82,13.3,344.0,,,67.5,13.8,18.9
6,Main,Miss Fortune,7,9.1,4.0,3,2.0,3,0,100.0,2.0,3.0,8.33,3.44,50.33,1.35,12.4,332.0,,,58.5,11.3,16.3
6,Main,Irelia,6,7.8,1.0,5,4.0,3,2,60.0,4.4,4.0,2.4,1.7,281.6,7.99,13.9,394.0,,,52.3,33.8,21.5
6,Main,Twisted Fate,6,7.8,5.0,1,1.0,0,1,0.0,0.0,6.0,5.0,0.83,374.0,7.97,17.9,382.0,,,71.4,0.0,21.7
6,Main,Jinx,5,6.5,,5,3.0,2,3,40.0,2.4,1.6,4.2,4.13,361.0,9.58,15.3,406.0,,,63.5,23.1,23.2
6,Main,Zilean,4,5.2,,4,4.0,1,3,25.0,2.75,3.75,4.75,2.0,356.0,8.68,15.5,377.0,,,57.7,21.2,22.1
6,Main,Kassadin,4,5.2,4.0,0,,0,0,,,,,,,,,,,,,,
6,Main,Hecarim,3,3.9,,3,2.0,2,1,66.7,2.0,1.33,6.33,6.25,145.67,4.19,12.1,347.0,,,75.8,18.2,19.7
6,Main,Lissandra,3,3.9,,3,2.0,2,1,66.7,3.33,3.33,5.33,2.6,318.33,8.68,14.5,395.0,,,65.0,25.0,21.0
6,Main,Soraka,3,3.9,1.0,2,2.0,1,1,50.0,0.5,3.0,10.5,3.67,23.0,0.54,10.9,257.0,,,88.0,4.0,14.6
6,Main,Maokai,2,2.6,,2,2.0,1,1,50.0,2.5,2.5,11.5,5.6,281.0,7.28,13.7,353.0,,,77.8,13.9,19.3
6,Main,Anivia,2,2.6,1.0,1,1.0,1,0,100.0,2.0,2.0,5.0,3.5,302.0,7.48,15.6,386.0,,,70.0,20.0,20.6
6,Main,Shen,2,2.6,1.0,1,1.0,0,1,0.0,3.0,4.0,6.0,2.25,174.0,6.3,8.9,322.0,,,75.0,25.0,22.0
6,Main,Nocturne,1,1.3,,1,1.0,1,0,100.0,3.0,2.0,11.0,7.0,166.0,3.8,16.4,376.0,,,73.7,15.8,19.4
6,Main,Taric,1,1.3,,1,1.0,1,0,100.0,0.0,7.0,9.0,1.29,134.0,2.02,19.5,294.0,,,56.3,0.0,16.3
6,Main,Fiora,1,1.3,,1,1.0,0,1,0.0,5.0,7.0,5.0,1.43,263.0,7.56,13.4,385.0,,,66.7,33.3,22.7
6,Main,Kha'Zix,1,1.3,,1,1.0,0,1,0.0,4.0,4.0,3.0,1.75,164.0,3.61,14.5,319.0,,,70.0,40.0,20.1
6,Main,Kindred,1,1.3,,1,1.0,0,1,0.0,2.0,5.0,0.0,0.4,123.0,3.91,9.6,305.0,,,66.7,66.7,20.3
6,Main,Kled,1,1.3,,1,1.0,0,1,0.0,1.0,6.0,6.0,1.17,244.0,7.18,11.0,324.0,,,50.0,7.1,20.1
6,Main,Nautilus,1,1.3,,1,1.0,0,1,0.0,1.0,4.0,7.0,2.0,315.0,6.93,14.6,321.0,,,80.0,10.0,20.2
7,Play in,Kalista,39,100.0,34.0,5,4.0,4,1,80.0,6.2,1.8,5.0,6.22,270.0,9.38,13.5,469.0,,,71.8,39.7,24.1
7,Play in,Sejuani,38,97.4,22.0,16,11.0,7,9,43.8,1.19,2.38,6.19,3.11,149.63,4.36,11.0,320.0,,,75.2,12.1,18.0
7,Play in,Jarvan IV,37,94.9,24.0,13,9.0,8,5,61.5,1.54,2.38,7.77,3.9,168.0,5.18,11.1,341.0,,,74.2,12.3,18.3
7,Play in,Galio,35,89.7,17.0,18,13.0,13,5,72.2,1.67,1.44,6.33,5.54,275.89,8.2,12.6,376.0,,,64.3,13.4,20.1
7,Play in,Syndra,33,84.6,16.0,17,8.0,8,9,47.1,2.88,1.88,4.65,4.0,344.24,9.09,15.2,400.0,,,68.4,26.2,22.1
7,Play in,Tristana,32,82.1,8.0,24,10.0,12,12,50.0,3.33,1.54,2.67,3.89,313.58,9.57,13.9,425.0,,,69.6,38.6,23.9
7,Play in,Rakan,30,76.9,17.0,13,7.0,9,4,69.2,0.46,2.15,9.0,4.39,17.62,0.53,10.0,300.0,,,75.0,3.7,15.8
7,Play in,Xayah,29,74.4,9.0,20,10.0,10,10,50.0,2.85,1.7,3.35,3.65,337.7,9.99,14.6,432.0,,,70.1,32.2,23.9
7,Play in,Cho'Gath,28,71.8,13.0,15,10.0,6,9,40.0,1.8,3.47,3.93,1.65,239.33,7.21,11.6,349.0,,,59.7,18.8,19.4
7,Play in,Gragas,26,66.7,3.0,23,10.0,14,9,60.9,1.26,1.65,6.26,4.55,146.48,4.2,11.3,324.0,,,71.8,12.0,17.7
7,Play in,Alistar,25,64.1,14.0,11,8.0,3,8,27.3,0.64,2.36,5.45,2.58,38.91,1.32,7.5,256.0,,,68.4,7.1,15.1
7,Play in,Maokai,24,61.5,8.0,16,8.0,10,6,62.5,1.56,1.69,7.44,5.33,259.69,7.03,12.9,349.0,,,73.1,12.7,18.9
7,Play in,Shen,23,59.0,13.0,10,7.0,4,6,40.0,1.4,2.3,4.7,2.65,231.5,7.45,10.7,346.0,,,70.9,16.3,19.7
7,Play in,Orianna,22,56.4,12.0,10,8.0,4,6,40.0,1.6,1.5,4.1,3.8,303.9,8.85,13.1,382.0,,,73.1,20.5,21.9
7,Play in,Rek'Sai,20,51.3,12.0,8,5.0,4,4,50.0,1.88,3.0,5.13,2.33,141.25,4.52,10.4,334.0,,,65.9,17.6,18.3
7,Play in,Janna,19,48.7,5.0,14,6.0,12,2,85.7,0.21,1.29,9.71,7.72,24.5,0.69,12.2,344.0,,,80.3,1.7,17.7
7,Play in,Lulu,19,48.7,5.0,14,7.0,5,9,35.7,0.36,2.0,7.07,3.71,18.5,0.52,9.8,278.0,,,79.4,3.8,15.9
7,Play in,Kog'Maw,19,48.7,10.0,9,7.0,4,5,44.4,5.33,2.44,2.89,3.36,281.67,9.22,13.4,438.0,,,71.2,46.2,24.6
7,Play in,Corki,18,46.2,7.0,11,6.0,4,7,36.4,3.64,2.82,4.09,2.74,335.73,9.97,14.7,438.0,,,78.0,36.7,23.8
7,Play in,LeBlanc,18,46.2,13.0,5,5.0,3,2,60.0,5.0,2.4,4.0,3.75,252.8,7.24,13.6,389.0,,,58.4,32.5,20.7
7,Play in,Taliyah,17,43.6,13.0,4,4.0,3,1,75.0,5.0,1.25,5.25,8.2,263.25,8.33,13.2,416.0,,,77.4,37.7,22.2
7,Play in,Braum,15,38.5,6.0,9,5.0,3,6,33.3,0.11,2.0,7.33,3.72,56.89,1.61,9.3,262.0,,,76.1,1.1,15.1
7,Play in,Jayce,15,38.5,10.0,5,3.0,3,2,60.0,3.4,1.6,3.6,4.38,252.2,8.66,11.8,404.0,,,66.0,32.1,22.2
7,Play in,Thresh,15,38.5,13.0,2,2.0,1,1,50.0,0.5,1.5,6.5,4.67,48.0,1.25,9.9,258.0,,,73.7,5.3,14.6
7,Play in,Varus,14,35.9,4.0,10,7.0,4,6,40.0,4.6,2.3,5.4,4.35,362.9,9.49,16.9,442.0,,,84.7,39.0,24.6
7,Play in,Elise,11,28.2,8.0,3,3.0,0,3,0.0,0.67,3.67,1.0,0.45,94.33,3.57,7.3,278.0,,,100.0,40.0,18.4
7,Play in,Ryze,10,25.6,7.0,3,3.0,2,1,66.7,3.67,0.67,4.33,12.0,235.33,8.77,11.4,424.0,,,75.0,34.4,22.8
7,Play in,Cassiopeia,9,23.1,3.0,6,5.0,4,2,66.7,3.17,2.67,4.0,2.69,260.83,7.96,12.6,384.0,,,69.4,30.6,21.4
7,Play in,Rumble,9,23.1,3.0,6,4.0,3,3,50.0,3.5,2.5,4.0,3.0,217.5,8.21,10.2,383.0,,,56.3,26.3,20.7
7,Play in,Lucian,9,23.1,7.0,2,2.0,0,2,0.0,0.5,2.0,1.5,1.0,233.5,8.24,9.3,328.0,,,100.0,25.0,21.7
7,Play in,Karma,8,20.5,3.0,5,5.0,2,3,40.0,0.2,1.0,7.2,7.4,61.2,2.05,8.3,276.0,,,86.0,2.3,16.2
7,Play in,Nidalee,8,20.5,4.0,4,4.0,2,2,50.0,3.75,2.0,4.0,3.88,210.5,5.35,14.1,357.0,,,79.5,38.5,19.9
7,Play in,Kassadin,8,20.5,6.0,2,2.0,1,1,50.0,0.0,1.5,2.0,1.33,264.5,7.99,11.4,346.0,,,36.4,0.0,19.8
7,Play in,Gnar,7,17.9,3.0,4,4.0,2,2,50.0,1.25,2.75,4.25,2.0,244.0,7.86,10.8,349.0,,,71.0,16.1,19.6
7,Play in,Lee Sin,6,15.4,1.0,5,3.0,1,4,20.0,1.8,2.0,5.6,3.7,148.2,4.31,10.9,317.0,,,64.9,15.8,18.0
7,Play in,Morgana,6,15.4,2.0,4,3.0,2,2,50.0,0.5,1.0,9.0,9.5,15.75,0.52,9.7,318.0,,,74.5,3.9,16.9
7,Play in,Jax,6,15.4,3.0,3,3.0,1,2,33.3,1.0,3.67,2.67,1.0,234.67,7.49,11.1,353.0,,,57.9,15.8,21.0
7,Play in,Aurelion Sol,6,15.4,4.0,2,2.0,2,0,100.0,6.5,2.5,7.0,5.4,208.5,7.43,12.2,435.0,,,87.1,41.9,21.8
7,Play in,Olaf,6,15.4,4.0,2,1.0,1,1,50.0,2.0,3.0,5.0,2.33,163.5,4.55,12.0,334.0,,,56.0,16.0,18.5
7,Play in,Ezreal,5,12.8,1.0,4,3.0,3,1,75.0,2.75,2.5,6.25,3.6,154.25,4.66,11.9,361.0,,,69.2,21.2,18.8
7,Play in,Camille,5,12.8,1.0,4,3.0,2,2,50.0,2.0,2.5,4.25,2.5,240.5,7.83,11.3,367.0,,,64.1,20.5,21.2
7,Play in,Trundle,5,12.8,5.0,0,,0,0,,,,,,,,,,,,,,
7,Play in,Blitzcrank,4,10.3,3.0,1,1.0,0,1,0.0,2.0,3.0,12.0,4.67,63.0,1.34,12.4,264.0,,,100.0,14.3,15.7
7,Play in,Kayn,4,10.3,3.0,1,1.0,0,1,0.0,3.0,4.0,3.0,1.5,146.0,4.97,10.2,348.0,,,75.0,37.5,20.9
7,Play in,Taric,3,7.7,,3,3.0,2,1,66.7,0.0,1.0,10.0,10.0,15.0,0.47,9.8,311.0,,,90.9,0.0,16.5
7,Play in,Twitch,3,7.7,1.0,2,2.0,2,0,100.0,7.5,0.5,4.5,24.0,322.0,9.21,16.6,475.0,,,85.7,53.6,23.5
7,Play in,Anivia,3,7.7,2.0,1,1.0,0,1,0.0,1.0,5.0,2.0,0.6,229.0,7.8,10.4,354.0,,,37.5,12.5,21.4
7,Play in,Dr. Mundo,3,7.7,3.0,0,,0,0,,,,,,,,,,,,,,
7,Play in,Ashe,2,5.1,,2,1.0,1,1,50.0,1.0,2.5,11.0,4.8,220.0,8.6,10.6,412.0,,,75.0,6.3,20.9
7,Play in,Sivir,2,5.1,,2,2.0,1,1,50.0,4.0,2.0,7.0,5.5,423.5,10.38,17.8,435.0,,,78.6,28.6,23.9
7,Play in,Fiora,2,5.1,,2,2.0,0,2,0.0,3.0,3.0,2.0,1.67,284.5,9.05,12.1,385.0,,,76.9,46.2,22.9
7,Play in,Vladimir,2,5.1,,2,2.0,0,2,0.0,2.5,5.0,1.5,0.8,266.5,8.69,10.8,350.0,,,34.8,21.7,20.8
7,Play in,Caitlyn,2,5.1,1.0,1,1.0,0,1,0.0,1.0,1.0,1.0,2.0,240.0,8.62,9.4,338.0,,,66.7,33.3,22.3
7,Play in,Renekton,2,5.1,1.0,1,1.0,0,1,0.0,1.0,4.0,1.0,0.5,378.0,9.75,14.8,382.0,,,33.3,16.7,22.7
7,Play in,Zac,2,5.1,1.0,1,1.0,0,1,0.0,0.0,3.0,2.0,0.67,125.0,4.53,7.5,272.0,,,100.0,0.0,18.4
7,Play in,Ekko,1,2.6,,1,1.0,1,0,100.0,2.0,2.0,10.0,6.0,460.0,9.8,20.4,435.0,,,75.0,12.5,22.8
7,Play in,Graves,1,2.6,,1,1.0,1,0,100.0,11.0,1.0,9.0,20.0,124.0,5.29,11.7,499.0,,,52.6,28.9,21.8
7,Play in,Vayne,1,2.6,,1,1.0,1,0,100.0,5.0,4.0,14.0,4.75,150.0,6.4,10.4,443.0,,,50.0,13.2,19.4
7,Play in,Draven,1,2.6,,1,1.0,0,1,0.0,2.0,3.0,2.0,1.33,529.0,10.11,22.4,428.0,,,44.4,22.2,25.2
7,Play in,Jhin,1,2.6,,1,1.0,0,1,0.0,0.0,2.0,0.0,0.0,321.0,9.09,12.0,340.0,,,0.0,0.0,22.2
7,Play in,Kha'Zix,1,2.6,,1,1.0,0,1,0.0,3.0,3.0,1.0,1.33,146.0,3.64,12.2,304.0,,,100.0,75.0,18.7
7,Play in,Malzahar,1,2.6,,1,1.0,0,1,0.0,1.0,4.0,2.0,0.75,27.0,0.92,8.0,273.0,,,37.5,12.5,16.4
7,Play in,Nunu,1,2.6,,1,1.0,0,1,0.0,1.0,8.0,5.0,0.75,48.0,2.05,6.9,294.0,,,66.7,11.1,19.0
7,Play in,Soraka,1,2.6,,1,1.0,0,1,0.0,0.0,3.0,1.0,0.33,8.0,0.31,6.6,258.0,,,100.0,0.0,17.7
7,Play in,Yasuo,1,2.6,,1,1.0,0,1,0.0,0.0,8.0,2.0,0.25,125.0,5.33,6.5,277.0,,,22.2,0.0,17.9
7,Play in,Amumu,1,2.6,1.0,0,,0,0,,,,,,,,,,,,,,
7,Play in,Brand,1,2.6,1.0,0,,0,0,,,,,,,,,,,,,,
7,Main,Kalista,80,100.0,80.0,0,,0,0,,,,,,,,,,,,,,
7,Main,Sejuani,79,98.8,35.0,44,17.0,22,22,50.0,1.41,1.77,6.05,4.21,149.32,4.05,11.9,323.0,,,77.2,14.6,17.6
7,Main,Jarvan IV,79,98.8,37.0,42,16.0,22,20,52.4,1.55,2.4,6.55,3.37,158.93,4.5,11.5,324.0,,,79.6,15.2,17.7
7,Main,Janna,76,95.0,32.0,44,14.0,31,13,70.5,0.3,0.93,8.36,9.29,27.59,0.76,12.1,331.0,,,83.7,2.9,17.5
7,Main,Lulu,75,93.8,28.0,47,17.0,19,28,40.4,0.38,1.55,5.79,3.97,26.38,0.72,11.0,301.0,,,74.6,4.6,16.7
7,Main,Galio,73,91.3,52.0,21,10.0,14,7,66.7,1.76,1.52,7.52,6.09,276.38,8.22,12.7,379.0,,,79.6,15.1,19.9
7,Main,Xayah,69,86.3,44.0,25,13.0,13,12,52.0,3.08,1.28,4.48,5.91,363.52,10.05,15.8,438.0,,,75.6,30.8,23.8
7,Main,Cho'Gath,62,77.5,21.0,41,17.0,21,20,51.2,2.05,2.2,4.15,2.82,288.02,7.64,13.4,357.0,,,66.8,22.1,19.5
7,Main,Tristana,61,76.3,16.0,45,15.0,22,23,48.9,3.2,1.64,2.87,3.69,353.69,10.06,15.3,436.0,,,73.4,38.7,24.1
7,Main,Gragas,58,72.5,22.0,36,15.0,23,13,63.9,0.92,1.97,5.39,3.2,136.11,3.76,11.3,311.0,,,69.2,10.1,16.9
7,Main,Rakan,54,67.5,34.0,20,12.0,11,9,55.0,0.55,2.1,7.9,4.02,25.55,0.74,10.6,304.0,,,80.9,5.3,16.5
7,Main,Syndra,51,63.7,28.0,23,13.0,10,13,43.5,2.26,1.96,3.83,3.11,342.87,9.29,14.6,396.0,,,70.4,26.1,21.9
7,Main,Shen,51,63.7,29.0,22,11.0,11,11,50.0,1.77,1.64,5.64,4.53,324.09,8.55,14.2,375.0,,,75.5,18.1,20.3
7,Main,Kog'Maw,49,61.3,22.0,27,14.0,12,15,44.4,3.44,2.22,3.04,2.92,349.7,9.48,15.6,423.0,,,71.7,38.1,23.4
7,Main,Jayce,47,58.8,36.0,11,7.0,7,4,63.6,2.91,1.73,3.27,3.58,313.64,9.23,13.9,409.0,,,66.0,31.1,22.5
7,Main,Ryze,43,53.8,15.0,28,13.0,9,19,32.1,2.36,1.64,3.0,3.26,320.71,9.5,13.4,398.0,,,68.2,30.0,22.4
7,Main,Gnar,41,51.2,25.0,16,9.0,12,4,75.0,2.44,1.94,4.13,3.39,315.25,8.45,14.8,398.0,,,69.5,25.8,21.1
7,Main,Taliyah,40,50.0,24.0,16,8.0,9,7,56.3,3.0,1.44,4.13,4.96,344.88,9.25,15.2,407.0,,,72.6,30.6,22.1
7,Main,Maokai,32,40.0,6.0,26,14.0,7,19,26.9,0.54,2.54,3.69,1.67,233.27,6.96,10.8,323.0,,,56.1,7.1,18.6
7,Main,Orianna,32,40.0,19.0,13,8.0,6,7,46.2,2.31,2.08,5.69,3.85,332.15,9.11,14.5,398.0,,,81.9,23.6,22.0
7,Main,Twitch,31,38.8,9.0,22,9.0,13,9,59.1,4.18,1.59,3.32,4.71,343.27,9.58,15.5,433.0,,,77.5,43.2,23.5
7,Main,Varus,29,36.3,6.0,23,9.0,10,13,43.5,2.65,1.74,4.22,3.95,364.57,9.95,15.5,422.0,,,71.2,27.5,23.2
7,Main,Cassiopeia,29,36.3,20.0,9,6.0,4,5,44.4,1.89,1.67,4.33,3.73,316.11,9.04,13.5,385.0,,,82.4,25.0,21.9
