season,event,team,player,games_played,wins,loses,win_rate,kills,deaths,assists,kill_death_assist_ratio,creep_score,cs/min,gold,gold/min,damage,damage/min,kill_participation,kill_share,gold_share
12,Main,GAM_Esports,Sty1e,6,1,5,16.7,2.17,3.33,3.83,1.8,285.5,9.03,12.3,389,12800.0,404.0,66.7,24.1,23.8
12,Main,Gen_2e-G,Chovy,16,10,6,62.5,3.94,1.38,3.63,5.5,304.06,9.68,13.7,438,17500.0,558.0,60.5,31.5,24.2
12,Main,Gen_2e-G,Doran,16,10,6,62.5,2.0,2.44,4.75,2.77,240.94,7.67,11.6,368,13800.0,439.0,54.0,16.0,20.4
12,Main,Gen_2e-G,Lehends,16,10,6,62.5,0.75,2.5,8.44,3.68,24.56,0.78,7.3,233,6000.0,191.0,73.5,6.0,12.9
12,Main,Gen_2e-G,Peanut,16,10,6,62.5,1.94,1.81,6.69,4.76,176.25,5.61,10.4,330,9800.0,311.0,69.0,15.5,18.3
12,Main,Gen_2e-G,Ruler,16,10,6,62.5,3.88,1.38,4.44,6.05,291.0,9.26,13.8,438,20000.0,637.0,66.5,31.0,24.2
12,Main,JD_Gaming,369,14,10,4,71.4,3.29,3.36,6.36,2.87,239.43,7.62,12.4,396,18300.0,584.0,61.9,21.1,21.0
12,Main,JD_Gaming,Hope,14,10,4,71.4,4.21,2.64,5.79,3.78,292.43,9.31,14.0,445,18500.0,590.0,64.2,27.1,23.6
12,Main,JD_Gaming,Kanavi,14,10,4,71.4,4.57,2.71,5.86,3.84,211.29,6.73,12.7,406,13300.0,425.0,67.0,29.4,21.5
12,Main,JD_Gaming,Missing,14,10,4,71.4,1.07,2.93,10.29,3.88,21.29,0.68,7.7,247,7200.0,230.0,72.9,6.9,13.1
12,Main,JD_Gaming,Yagao,14,10,4,71.4,2.43,2.64,7.14,3.62,254.86,8.12,12.3,392,16600.0,528.0,61.5,15.6,20.8
12,Main,Rogue__28-European_Team_29-,Comp,10,4,6,40.0,4.3,1.8,2.6,3.83,301.8,9.73,14.0,450,15100.0,488.0,62.7,39.1,25.9
12,Main,Rogue__28-European_Team_29-,Larssen,10,4,6,40.0,3.2,1.2,4.2,6.17,279.8,9.02,13.0,418,18900.0,609.0,67.3,29.1,24.1
12,Main,Rogue__28-European_Team_29-,Malrang,10,4,6,40.0,1.5,3.1,6.6,2.61,144.8,4.67,9.3,298,8200.0,265.0,73.6,13.6,17.2
12,Main,Rogue__28-European_Team_29-,Odoamne,10,4,6,40.0,1.7,3.1,5.0,2.16,223.1,7.19,10.7,346,14700.0,474.0,60.9,15.5,19.9
12,Main,Rogue__28-European_Team_29-,Trymbi,10,4,6,40.0,0.3,3.1,7.0,2.35,20.7,0.67,7.0,224,6400.0,208.0,66.4,2.7,12.9
12,Main,Royal_Never_Give_Up,Breathe,10,5,5,50.0,3.0,2.7,3.2,2.3,277.3,8.78,13.1,415,13000.0,411.0,47.0,22.7,22.7
12,Main,Royal_Never_Give_Up,GALA,10,5,5,50.0,4.4,1.6,4.9,5.81,320.1,10.13,14.3,454,19600.0,620.0,70.5,33.3,24.8
12,Main,Royal_Never_Give_Up,Ming,10,5,5,50.0,0.9,2.7,8.3,3.41,26.2,0.83,7.5,237,5300.0,167.0,69.7,6.8,13.0
12,Main,Royal_Never_Give_Up,Wei,10,5,5,50.0,2.2,2.4,7.4,4.0,157.7,4.99,10.4,328,9200.0,292.0,72.7,16.7,18.0
12,Main,Royal_Never_Give_Up,Xiaohu,10,5,5,50.0,2.7,2.6,4.8,2.88,272.1,8.61,12.5,394,15300.0,483.0,56.8,20.5,21.6
12,Main,T1,Faker,18,13,5,72.2,3.39,3.11,5.33,2.8,251.94,7.89,12.7,397,19800.0,621.0,54.0,21.0,20.8
12,Main,T1,Gumayusi,18,13,5,72.2,5.0,1.44,5.94,7.58,308.33,9.66,15.1,472,19700.0,617.0,67.7,30.9,24.7
12,Main,T1,Keria,18,13,5,72.2,1.39,1.61,10.89,7.62,21.83,0.68,8.5,265,8200.0,258.0,75.9,8.6,13.9
12,Main,T1,Oner,18,13,5,72.2,2.78,2.39,8.06,4.53,182.83,5.73,11.5,360,11500.0,361.0,67.0,17.2,18.8
12,Main,T1,Zeus,18,13,5,72.2,3.61,3.17,6.61,3.23,244.94,7.67,13.3,417,19500.0,611.0,63.2,22.3,21.8
12,Main,Top_Esports,JackeyLove,6,3,3,50.0,5.33,2.33,5.17,4.5,295.33,9.37,15.3,486,20700.0,656.0,76.8,39.0,26.1
12,Main,Top_Esports,knight,6,3,3,50.0,4.33,1.17,5.5,8.43,283.5,8.99,13.9,442,22400.0,711.0,72.0,31.7,23.7
12,Main,Top_Esports,Mark,6,3,3,50.0,1.17,2.0,9.33,5.25,24.0,0.76,7.7,245,5400.0,171.0,76.8,8.5,13.1
12,Main,Top_Esports,Tian,6,3,3,50.0,1.83,2.33,7.33,3.93,174.0,5.52,10.5,332,10900.0,344.0,67.1,13.4,17.8
12,Main,Top_Esports,Wayward,6,3,3,50.0,1.0,4.0,4.5,1.38,254.33,8.07,11.3,360,10600.0,338.0,40.2,7.3,19.3
